"id" "chapter" "start" "end" "desc_DK" "desc_EN" "level" "sex" "include" "dx_fu" "dx_event" "n" "cases" "age_dx" "age_death" "MRR" "LYL" "n_text" "cases_text" "LYLcauses" "age_dx50" "age_death50" "age_dx25" "age_death25" "age_dx75" "age_death75" "age_less10at_risk" "surv" "LYL_smallN" "p5" "p95" "p25" "p50" "p75"
1003 1 "A20" "A28" "Visse dyreoverførte bakterielle sygdomme" "Certain Zoonotic Bacterial Diseases" "2b" "Males" 1 50252801.9157272 3132 3395 671 TRUE TRUE TRUE TRUE "3395" "671" FALSE 56.0197185418071 75.3146433116251 38.9387094842429 66.7406557377049 69.6594610375028 84.0481892357212 NA NA FALSE 8 87 40 57 72
1003 1 "A20" "A28" "Visse dyreoverførte bakterielle sygdomme" "Certain Zoonotic Bacterial Diseases" "2b" "Females" 1 51374358.4167827 2538 2742 586 TRUE TRUE TRUE TRUE "2742" "586" FALSE 58.9521041994161 82.152571300247 41.136519200539 69.3357796242233 75.9753798937046 89.5723736806648 NA NA FALSE 8 87 40 57 72
1004 1 "A30" "A49" "Andre bakterielle sygdomme" "Other Bacterial Diseases" "2b" "All" 1 100036351.772483 309675 337426 169600 TRUE TRUE TRUE TRUE "337426" "169600" TRUE 67.7917808219179 79.2738228909349 50.0263193352796 69.4639868253612 79.5068493150684 86.7671232876712 NA NA FALSE 6 90 50 68 80
1004 1 "A30" "A49" "Andre bakterielle sygdomme" "Other Bacterial Diseases" "2b" "Males" 1 49371736.2414777 169219 184118 90517 TRUE TRUE TRUE TRUE "184118" "90517" TRUE 66.2690680440153 77.4541372857249 49.2677341118347 67.8838984953964 77.7041095890411 84.997179429598 NA NA FALSE 6 90 50 68 80
1004 1 "A30" "A49" "Andre bakterielle sygdomme" "Other Bacterial Diseases" "2b" "Females" 1 50664615.5310053 140456 153308 79083 TRUE TRUE TRUE TRUE "153308" "79083" TRUE 69.8881293509993 81.4630136986302 51.1297926491505 71.5688270080096 81.5917808219178 88.5438790328618 NA NA FALSE 6 90 50 68 80
1005 1 "A50" "A64" "Infektioner, som overvejende er seksuelt overført" "Infections With A Predominantly Sexual Mode Of Transmission" "2b" "All" 1 100963599.735033 60091 72675 2603 TRUE TRUE TRUE TRUE "72675" "2603" TRUE 26.5969219252939 61.2020121266562 21.8564638071711 48.9383561643835 36.0065708511116 74.0977603114006 NA NA FALSE 17 55 22 27 36
1005 1 "A50" "A64" "Infektioner, som overvejende er seksuelt overført" "Infections With A Predominantly Sexual Mode Of Transmission" "2b" "Males" 1 50019005.6755596 25722 30092 1312 TRUE TRUE TRUE TRUE "30092" "1312" TRUE 28.9252204506325 60.227397260274 23.8800658731942 49.2326671158021 38.8943124485365 72.5990837637548 NA NA FALSE 17 55 22 27 36
1005 1 "A50" "A64" "Infektioner, som overvejende er seksuelt overført" "Infections With A Predominantly Sexual Mode Of Transmission" "2b" "Females" 1 50944594.059473 34369 42583 1291 TRUE TRUE TRUE TRUE "42583" "1291" TRUE 24.8125009356988 61.9858522344487 20.6876712328767 48.4550684931507 33.5657908526086 76.0377513286923 NA NA FALSE 17 55 22 27 36
1006 1 "A65" "A69" "Andre sygdomme forårsaget af spirokæter" "Other Spirochetal Diseases" "2b" "All" 1 101511498.420383 13347 16175 1631 TRUE TRUE TRUE TRUE "16175" "1631" TRUE 42.1556778201961 76.2316760236545 12.8543798188487 65.2526162137884 58.8955849988772 84.6822651396063 NA NA FALSE 3 75 13 42 59
1006 1 "A65" "A69" "Andre sygdomme forårsaget af spirokæter" "Other Spirochetal Diseases" "2b" "Males" 1 50193913.199199 6926 8388 919 TRUE TRUE TRUE TRUE "8388" "919" TRUE 41.1113227037952 74.9732165581257 11.7412156598548 64.1049479751479 58.2766105247399 83.1255872445543 NA NA FALSE 3 75 13 42 59
1006 1 "A65" "A69" "Andre sygdomme forårsaget af spirokæter" "Other Spirochetal Diseases" "2b" "Females" 1 51317585.2211842 6421 7787 712 TRUE TRUE TRUE TRUE "7787" "712" TRUE 43.4700232053297 78.0247129276142 14.7955460738079 66.8826484018265 59.5410195373905 86.7059929635452 NA NA FALSE 3 75 13 42 59
1007 1 "A70" "A74" "Andre sygdomme forårsaget af Klamydia-bakterier" "Other Diseases Caused By Chlamydiae" "2b" "All" 1 101645722.819088 1785 2035 97 TRUE FALSE TRUE FALSE "2035" "97" FALSE 22.8928961748634 NA 19.1840077850138 NA 31.4789220750056 NA NA NA FALSE NA NA NA NA NA
1007 1 "A70" "A74" "Andre sygdomme forårsaget af Klamydia-bakterier" "Other Diseases Caused By Chlamydiae" "2b" "Males" 1 50266850.7281234 538 630 63 TRUE FALSE TRUE FALSE "630" "63" FALSE 28.2331836215285 NA 21.0616378471443 NA 48.6789295605958 NA 83 0.150555340976886 TRUE NA NA NA NA NA
1007 1 "A70" "A74" "Andre sygdomme forårsaget af Klamydia-bakterier" "Other Diseases Caused By Chlamydiae" "2b" "Females" 1 51378872.0909649 1247 1405 34 TRUE FALSE TRUE FALSE "1405" "34" FALSE 21.5692881203683 NA 18.8002619956584 NA 26.9803982334007 NA 80 0.402246258417105 TRUE NA NA NA NA NA
1008 1 "A75" "A79" "Rickettsia-infektioner" "Rickettsioses" "2b" "All" 1 101651963.213646 1520 1571 200 TRUE TRUE TRUE FALSE "1571" "200" FALSE 48.5016857549218 72.8957526760985 25.2287955685305 64.3723003218804 62.9808219178083 80.8662010629538 NA NA FALSE NA NA NA NA NA
1008 1 "A75" "A79" "Rickettsia-infektioner" "Rickettsioses" "2b" "Males" 1 50265525.7673029 910 944 130 TRUE TRUE TRUE TRUE "944" "130" FALSE 50.065768395838 73.1501369863013 30.4560640766524 65.9537136013175 64.1413414177709 81.2310996332061 NA NA FALSE 1 77 25 49 63
1008 1 "A75" "A79" "Rickettsia-infektioner" "Rickettsioses" "2b" "Females" 1 51386437.4463433 610 627 70 TRUE FALSE TRUE FALSE "627" "70" FALSE 44.0841290515757 NA 20.3593218055244 NA 61.4542465753425 NA 88 0.133116717013167 TRUE NA NA NA NA NA
1009 1 "A80" "A89" "Virale infektioner i centralnervesystemet" "Viral And Prion Infections Of The Central Nervous System" "2b" "All" 1 101507205.227352 11187 14564 2790 TRUE TRUE TRUE TRUE "14564" "2790" TRUE 40.1210958904109 78.6180552436559 26.0049988771615 68.5389595029568 60.8165730967887 86.6591032262895 NA NA FALSE 1 80 26 40 61
1009 1 "A80" "A89" "Virale infektioner i centralnervesystemet" "Viral And Prion Infections Of The Central Nervous System" "2b" "Males" 1 50199176.4154203 5407 6917 1281 TRUE TRUE TRUE TRUE "6917" "1281" TRUE 37.991376600045 75.647524515308 22.1759667639794 65.7796197320159 58.6712268882401 83.1853102777154 NA NA FALSE 1 80 26 40 61
1009 1 "A80" "A89" "Virale infektioner i centralnervesystemet" "Viral And Prion Infections Of The Central Nervous System" "2b" "Females" 1 51308028.811932 5780 7647 1509 TRUE TRUE TRUE TRUE "7647" "1509" TRUE 42.4398966988546 81.2884856650946 28.2571075679317 71.4036529680365 63.2831289767199 88.5281323452354 NA NA FALSE 1 80 26 40 61
1010 1 "A90" "A99" "Virale febersygdomme overført af leddyr og virale hæmoragiske febersygdomme" "Arthropod-Borne Viral Fevers And Viral Hemorrhagic Fevers" "2b" "All" 1 101656725.744726 709 783 114 TRUE TRUE TRUE FALSE "783" "114" FALSE 42.8354367841904 80.4056171869152 25.0914858896625 67.3254345385133 59.0431544277266 85.6065903136462 NA NA FALSE NA NA NA NA NA
1010 1 "A90" "A99" "Virale febersygdomme overført af leddyr og virale hæmoragiske febersygdomme" "Arthropod-Borne Viral Fevers And Viral Hemorrhagic Fevers" "2b" "Males" 1 50268891.6545176 359 406 57 TRUE FALSE TRUE FALSE "406" "57" FALSE 42.8354367841904 NA 26.0683658956509 NA 56.824265289318 NA 80 0.176640797305728 TRUE NA NA NA NA NA
1010 1 "A90" "A99" "Virale febersygdomme overført af leddyr og virale hæmoragiske febersygdomme" "Arthropod-Borne Viral Fevers And Viral Hemorrhagic Fevers" "2b" "Females" 1 51387834.0902089 350 377 57 TRUE FALSE TRUE FALSE "377" "57" FALSE 41.9920428175762 NA 24.418715472715 NA 59.9869151882626 NA 84 0.107707378343202 TRUE NA NA NA NA NA
1011 1 "B00" "B09" "Virale infektioner karakteriseret ved hud- og slimhindeaffektioner" "Viral Infections Characterized By Skin And Mucous Membrane Lesions" "2b" "All" 1 101018238.740759 65659 78354 16818 TRUE TRUE TRUE TRUE "78354" "16818" TRUE 33.9115592484467 80.8834748109888 6.47568979714047 71.2092282356464 64.682191780822 87.745205479452 NA NA FALSE 0 84 6 34 65
1011 1 "B00" "B09" "Virale infektioner karakteriseret ved hud- og slimhindeaffektioner" "Viral Infections Characterized By Skin And Mucous Membrane Lesions" "2b" "Males" 1 49969043.2069242 30951 36922 7676 TRUE TRUE TRUE TRUE "36922" "7676" TRUE 30.7947526012426 78.0899438580732 4.49341866906198 68.3205479452054 61.8462295081967 85.3444135040048 NA NA FALSE 0 84 6 34 65
1011 1 "B00" "B09" "Virale infektioner karakteriseret ved hud- og slimhindeaffektioner" "Viral Infections Characterized By Skin And Mucous Membrane Lesions" "2b" "Females" 1 51049195.5338349 34708 41432 9142 TRUE TRUE TRUE TRUE "41432" "9142" TRUE 36.9573830376525 83.1670080095816 9.3907433191107 73.9113406692118 67.4639374204656 89.3633655213714 NA NA FALSE 0 84 6 34 65
1012 1 "B15" "B19" "Viral leverbetændelse" "Viral Hepatitis" "2b" "All" 1 101426149.576293 20272 25400 5701 TRUE TRUE TRUE TRUE "25400" "5701" TRUE 40.346301369863 55.7004386555879 30.5176824612621 47.7775342465753 51.2142331012799 65.2048177258776 NA NA FALSE 15 67 31 40 51
1012 1 "B15" "B19" "Viral leverbetændelse" "Viral Hepatitis" "2b" "Males" 1 50139278.7128827 11912 14825 3866 TRUE TRUE TRUE TRUE "14825" "3866" TRUE 41.5099453551912 54.7949307582903 31.878622651396 47.2831334680739 51.374794520548 62.8722673852833 NA NA FALSE 15 67 31 40 51
1012 1 "B15" "B19" "Viral leverbetændelse" "Viral Hepatitis" "2b" "Females" 1 51286870.8634104 8360 10575 1835 TRUE TRUE TRUE TRUE "10575" "1835" TRUE 38.4930982857998 58.1748304513811 28.604389550116 48.8752646156149 50.8909364473389 71.1397005763905 NA NA FALSE 15 67 31 40 51
1013 1 "B20" "B24" "Human immundefekt virus (HIV) sygdom" "Human Immunodeficiency Virus [HIV] Disease" "2b" "All" 1 101594294.131559 4380 6531 1222 TRUE TRUE TRUE FALSE "6531" "1222" TRUE 37.9252803353545 53.4973141702223 30.912411108616 44.7749487237068 46.9383995808069 63.8992858746913 NA NA FALSE NA NA NA NA NA
1013 1 "B20" "B24" "Human immundefekt virus (HIV) sygdom" "Human Immunodeficiency Virus [HIV] Disease" "2b" "Males" 1 50223680.3929037 3283 4800 981 TRUE TRUE TRUE TRUE "4800" "981" TRUE 39.657648027547 55.195769144397 32.4211527808967 45.9328782094468 48.5293899243955 64.4911161015046 NA NA FALSE 22 61 31 38 47
1013 1 "B20" "B24" "Human immundefekt virus (HIV) sygdom" "Human Immunodeficiency Virus [HIV] Disease" "2b" "Females" 1 51370613.7386556 1097 1731 241 TRUE TRUE TRUE FALSE "1731" "241" TRUE 33.5025451006812 48.3285695037055 27.8456576091024 40.88325922599 40.7899423609552 58.7492252414103 85 0.206912126204777 TRUE NA NA NA NA NA
1014 1 "B25" "B34" "Andre virale sygdomme" "Other Viral Diseases" "2b" "All" 1 99986598.5198967 171790 197737 6782 TRUE TRUE TRUE TRUE "197737" "6782" TRUE 4.31074032487459 74.317490830152 1.06849315068507 58.2239853282431 23.4018339696086 85.0589460288944 NA NA FALSE 0 61 1 4 23
1014 1 "B25" "B34" "Andre virale sygdomme" "Other Viral Diseases" "2b" "Males" 1 49390885.646216 87330 101131 3490 TRUE TRUE TRUE TRUE "101131" "3490" TRUE 3.17438131596668 71.0876712328767 0.977636050602587 55.1922554083389 19.9326401676772 82.1691638595703 NA NA FALSE 0 61 1 4 23
1014 1 "B25" "B34" "Andre virale sygdomme" "Other Viral Diseases" "2b" "Females" 1 50595712.8736807 84460 96606 3292 TRUE TRUE TRUE TRUE "96606" "3292" TRUE 6.58035331985934 77.8806856800659 1.18904109589039 61.8358859196047 26.9640826409162 87.398621154278 NA NA FALSE 0 61 1 4 23
1015 1 "B35" "B49" "Svampesygdomme" "Mycoses" "2b" "All" 1 101302163.682289 52769 59404 23110 TRUE TRUE TRUE TRUE "59404" "23110" TRUE 56.330786735534 77.257838161539 29.7869825585747 66.7155595478704 73.7726027397261 85.5847264016768 NA NA FALSE 0 87 30 56 74
1015 1 "B35" "B49" "Svampesygdomme" "Mycoses" "2b" "Males" 1 50114491.4792275 24372 27343 11591 TRUE TRUE TRUE TRUE "27343" "11591" TRUE 57.9412905157571 75.0539845796842 33.3967407740101 65.1900771015794 72.9670963395463 83.2749891458941 NA NA FALSE 0 87 30 56 74
1015 1 "B35" "B49" "Svampesygdomme" "Mycoses" "2b" "Females" 1 51187672.2030616 28397 32061 11519 TRUE TRUE TRUE TRUE "32061" "11519" TRUE 54.6865648626394 79.7067684706939 27.9671607156224 68.5900366793922 74.5782034583427 87.628557526761 NA NA FALSE 0 87 30 56 74
1016 1 "B50" "B64" "Protozosygdomme" "Protozoal Diseases" "2b" "All" 1 101582537.378674 7350 8967 1219 TRUE TRUE TRUE TRUE "8967" "1219" FALSE 35.0329725278839 71.6647383786211 23.5236739276892 62.5170746313347 52.4257130024702 79.6900471592184 NA NA FALSE 4 75 24 35 52
1016 1 "B50" "B64" "Protozosygdomme" "Protozoal Diseases" "2b" "Males" 1 50229175.9319186 3929 4874 761 TRUE TRUE TRUE TRUE "4874" "761" TRUE 37.1899588292537 71.2433610300172 24.4808623399956 62.3652294333408 54.0285829777677 78.6307957182424 NA NA FALSE 4 75 24 35 52
1016 1 "B50" "B64" "Protozosygdomme" "Protozoal Diseases" "2b" "Females" 1 51353361.446755 3421 4093 458 TRUE TRUE TRUE TRUE "4093" "458" FALSE 32.3769863013698 72.6314529530653 22.6668807545474 62.6560071861667 50.5256246725054 82.0968785088704 NA NA FALSE 4 75 24 35 52
1017 1 "B65" "B83" "Ormesygdomme" "Helminthiases" "2b" "All" 1 101588046.252893 7563 8883 349 TRUE TRUE TRUE FALSE "8883" "349" FALSE 22.1686054345385 69.944894078898 7.79255632906661 56.6292551837713 40.8205060259002 79.6925967512538 NA NA FALSE NA NA NA NA NA
1017 1 "B65" "B83" "Ormesygdomme" "Helminthiases" "2b" "Males" 1 50241835.2760611 2974 3541 202 TRUE TRUE TRUE FALSE "3541" "202" FALSE 24.499718541807 66.1837757317164 8.4677221348903 55.1738737929486 44.5337210869077 75.8967347855379 89 0.112834716396447 TRUE NA NA NA NA NA
1017 1 "B65" "B83" "Ormesygdomme" "Helminthiases" "2b" "Females" 1 51346210.9768321 4589 5342 147 TRUE TRUE TRUE FALSE "5342" "147" FALSE 21.1284078149562 74.7928153304888 7.52442997230328 62.9040317389026 38.3985612695561 82.303325099184 92 0.100207848510443 TRUE NA NA NA NA NA
1018 1 "B85" "B89" "Infestationer med lus, mider og andre ektoparasitter" "Pediculosis, Acariasis And Other Infestations" "2b" "All" 1 101620930.175253 5792 6433 917 TRUE TRUE TRUE TRUE "6433" "917" FALSE 27.6710472340744 81.3359592783891 16.3037442922374 69.0266322329516 53.5797724380567 89.039655662849 NA NA FALSE 1 83 16 28 54
1018 1 "B85" "B89" "Infestationer med lus, mider og andre ektoparasitter" "Pediculosis, Acariasis And Other Infestations" "2b" "Males" 1 50251729.5480575 2929 3280 459 TRUE TRUE TRUE TRUE "3280" "459" TRUE 26.3396826109738 78.0889153379745 16.7896070065125 66.4346043865559 52.4739726027396 86.9739905681563 NA NA FALSE 1 83 16 28 54
1018 1 "B85" "B89" "Infestationer med lus, mider og andre ektoparasitter" "Pediculosis, Acariasis And Other Infestations" "2b" "Females" 1 51369200.6271951 2863 3153 458 TRUE TRUE TRUE TRUE "3153" "458" FALSE 29.6569099483494 84.1456171869152 15.6802155849989 71.7194819971554 55.2416438356164 90.2911819746987 NA NA FALSE 1 83 16 28 54
1019 1 "B90" "B94" "Følgetilstande efter infektiøse og parasitære sygdomme" "Sequelae Of Infectious And Parasitic Diseases" "2b" "All" 1 101595337.21944 5292 7347 3080 TRUE TRUE TRUE TRUE "7347" "3080" TRUE 60.7827157721387 78.8019312822816 46.2550969383936 69.64 72.8733018938543 85.6192229957333 NA NA FALSE 16 84 46 61 73
1019 1 "B90" "B94" "Følgetilstande efter infektiøse og parasitære sygdomme" "Sequelae Of Infectious And Parasitic Diseases" "2b" "Males" 1 50242692.2968935 2390 3329 1432 TRUE TRUE TRUE TRUE "3329" "1432" TRUE 58.7599221498615 76.7243955385883 43.4334516056591 66.7590343588592 70.9818669062056 83.0678314245079 NA NA FALSE 16 84 46 61 73
1019 1 "B90" "B94" "Følgetilstande efter infektiøse og parasitære sygdomme" "Sequelae Of Infectious And Parasitic Diseases" "2b" "Females" 1 51352644.9225466 2902 4018 1648 TRUE TRUE TRUE TRUE "4018" "1648" TRUE 62.4014207650273 80.715734710682 48.6415465229434 72.1808219178082 74.3101235122389 87.2396257204881 NA NA FALSE 16 84 46 61 73
1020 1 "B95" "B98" "Bakterielle, virale og andre infektiøse agentia" "Bacterial And Viral Infectious Agents" "2b" "All" 1 101549802.811116 25831 26991 6739 TRUE TRUE TRUE TRUE "26991" "6739" TRUE 48.6029313571375 78.8379773935175 18.3853536941388 68.6429583052624 71.38827457145 86.45774534022 NA NA FALSE 0 86 18 49 71
1020 1 "B95" "B98" "Bakterielle, virale og andre infektiøse agentia" "Bacterial And Viral Infectious Agents" "2b" "Males" 1 50218799.9270604 12690 13223 3518 TRUE TRUE TRUE TRUE "13223" "3518" TRUE 50.7004206901714 77.3439958080695 12.9255917359083 67.6105412081743 71.2580821917808 85.0029208773111 NA NA FALSE 0 86 18 49 71
1020 1 "B95" "B98" "Bakterielle, virale og andre infektiøse agentia" "Bacterial And Viral Infectious Agents" "2b" "Females" 1 51331002.8840557 13141 13768 3221 TRUE TRUE TRUE TRUE "13768" "3221" TRUE 46.5452429074032 80.7727764054196 21.9929530653492 70.629496219777 71.529656411408 87.8274661277042 NA NA FALSE 0 86 18 49 71
1021 1 "B99" "B99" "Andre infektionssygdomme" "Other Infectious Diseases" "2b" "All" 1 101621770.110996 5066 5321 1963 TRUE TRUE TRUE TRUE "5321" "1963" TRUE 56.3358904109589 77.9328422786136 31.3848371884122 68.225045287821 73.8462369937869 86.0688015570028 NA NA FALSE 2 87 31 56 74
1021 1 "B99" "B99" "Andre infektionssygdomme" "Other Infectious Diseases" "2b" "Males" 1 50250233.3307134 2654 2796 1047 TRUE TRUE TRUE TRUE "2796" "1047" TRUE 55.3388112882701 76.3161314469646 31.1709124934501 66.501630361554 72.4797799236469 84.1719919155625 NA NA FALSE 2 87 31 56 74
1021 1 "B99" "B99" "Andre infektionssygdomme" "Other Infectious Diseases" "2b" "Females" 1 51371536.780283 2412 2525 916 TRUE TRUE TRUE TRUE "2525" "916" TRUE 57.5054315442772 80.1422351972453 31.4431229882476 70.3063477805225 75.8183007710157 88.1006961598922 NA NA FALSE 2 87 31 56 74
10001 1 "A00" "A00" "Kolera" "Cholera" "3" "All" 1 101656107.643948 392 514 120 TRUE TRUE TRUE FALSE "514" "120" FALSE 30.8296354517553 80.9373860318886 2.99784864136541 68.9050183396962 62.0744337150984 88.8315248147317 NA NA FALSE NA NA NA NA NA
10001 1 "A00" "A00" "Kolera" "Cholera" "3" "Males" 1 50268737.991429 197 262 56 TRUE FALSE TRUE FALSE "262" "56" FALSE 22.3459031364623 NA 2.12694063926933 NA 53.7171884123063 NA 80 0.177742538484174 TRUE NA NA NA NA NA
10001 1 "A00" "A00" "Kolera" "Cholera" "3" "Females" 1 51387369.6525189 195 252 64 TRUE FALSE TRUE TRUE "252" "64" FALSE 40.1842533123737 NA 4.7237667490082 NA 68.3845212965042 NA NA NA FALSE 0 86 3 31 62
10002 1 "A01" "A01" "Tyfus og paratyfus" "Typhoid and paratyphoid fevers" "3" "All" 1 101650460.12203 954 1213 195 TRUE TRUE TRUE TRUE "1213" "195" FALSE 35.2226573845348 68.8433400703645 21.294140279961 55.3352870723857 53.5769653417172 81.0276023654465 NA NA FALSE 3 75 21 35 54
10002 1 "A01" "A01" "Tyfus og paratyfus" "Typhoid and paratyphoid fevers" "3" "Males" 1 50266811.0153529 406 525 91 TRUE FALSE TRUE TRUE "525" "91" FALSE 34.426018414552 NA 20.5209177333632 NA 52.1471232876712 NA NA NA FALSE 3 75 21 35 54
10002 1 "A01" "A01" "Tyfus og paratyfus" "Typhoid and paratyphoid fevers" "3" "Females" 1 51383649.1066771 548 688 104 TRUE TRUE TRUE TRUE "688" "104" FALSE 35.9216243730818 71.706960101804 21.8967856875515 57.3501220151208 54.6694692716521 82.0245841754622 NA NA FALSE 3 75 21 35 54
10003 1 "A02" "A02" "Andre salmonellainfektioner" "Other salmonella infections" "3" "All" 1 101579663.987222 4944 7596 1908 TRUE TRUE TRUE TRUE "7596" "1908" TRUE 41.0669151882626 78.9589041095891 17.7073239014896 67.7071322703794 63.5437592634179 86.6155760161688 NA NA FALSE 1 82 18 41 64
10003 1 "A02" "A02" "Andre salmonellainfektioner" "Other salmonella infections" "3" "Males" 1 50232664.5392395 2362 3631 903 TRUE TRUE TRUE TRUE "3631" "903" TRUE 39.0044958454974 76.1101369863014 14.8768141327943 65.4766030391497 62.1755595478704 84.2587543977843 NA NA FALSE 1 82 18 41 64
10003 1 "A02" "A02" "Andre salmonellainfektioner" "Other salmonella infections" "3" "Females" 1 51346999.4479826 2582 3965 1005 TRUE TRUE TRUE TRUE "3965" "1005" TRUE 42.8563170896025 81.2373800434164 19.6363530204358 69.9568725203982 64.8685111161014 88.1407620330863 NA NA FALSE 1 82 18 41 64
10004 1 "A03" "A03" "Bacillær dysenteri" "Shigellosis" "3" "All" 1 101648434.218519 1105 1392 293 TRUE TRUE TRUE TRUE "1392" "293" FALSE 33.2231768844974 76.9412411108616 18.2032053297403 64.5041036005689 58.4298390598099 85.7698076203309 NA NA FALSE 1 82 18 33 58
10004 1 "A03" "A03" "Bacillær dysenteri" "Shigellosis" "3" "Males" 1 50267093.0533199 411 513 119 TRUE TRUE TRUE TRUE "513" "119" FALSE 33.6394520547944 72.4200044913541 12.4559577812711 59.1108541058462 56.5197589639943 82.4412381166255 NA NA FALSE 1 82 18 33 58
10004 1 "A03" "A03" "Bacillær dysenteri" "Shigellosis" "3" "Females" 1 51381341.1651995 694 879 174 TRUE TRUE TRUE TRUE "879" "174" FALSE 32.9853312373681 80.2729860019463 19.1982393891758 67.2784295231679 59.3136462310054 86.821726177109 NA NA FALSE 1 82 18 33 58
10005 1 "A04" "A04" "Andre bakterielle tarminfektioner" "Other bacterial intestinal infections" "3" "All" 1 101500887.944277 29667 31504 15060 TRUE TRUE TRUE TRUE "31504" "15060" TRUE 68.804197919006 81.5703705367169 43.852604236844 72.580220076353 81.2327674227113 88.2326296878509 NA NA FALSE 11 90 44 69 81
10005 1 "A04" "A04" "Andre bakterielle tarminfektioner" "Other bacterial intestinal infections" "3" "Males" 1 50200510.967273 13135 13987 6666 TRUE TRUE TRUE TRUE "13987" "6666" TRUE 66.3010300172168 79.1456665918107 40.6706729545624 69.9515891908077 78.8981914813984 85.9603907478105 NA NA FALSE 11 90 44 69 81
10005 1 "A04" "A04" "Andre bakterielle tarminfektioner" "Other bacterial intestinal infections" "3" "Females" 1 51300376.9770043 16532 17517 8394 TRUE TRUE TRUE TRUE "17517" "8394" TRUE 71.1098375626918 83.403982334007 46.5958679541882 75.014039973052 82.9179729021634 89.6306205554308 NA NA FALSE 11 90 44 69 81
10006 1 "A05" "A05" "Andre bakterielle fødevareforgiftninger IKA" "Other bacterial foodborne intoxications, not elsewhere classified" "3" "All" 1 101652635.047197 1167 1304 214 TRUE TRUE TRUE TRUE "1304" "214" FALSE 40.2194909798638 81.0576734785538 26.662726251965 70.7600179654166 65.344986900217 86.8310532225466 NA NA FALSE 4 85 27 40 65
